0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;3;0;2;4;4;3;4;4;0;0;1;4;0;0;0;4;0;4;0;0;0;0;0;4;0;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
1;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;3;4;2;0;4;3;4;4;0;0;1;4;0;0;0;4;0;4;0;0;0;0;0;4;0;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
1;3;4;2;4;0;3;4;4;0;0;1;4;0;0;0;4;0;4;0;0;0;0;0;4;0;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;3;5;2;5;5;3;0;8;0;0;1;5;0;0;0;5;0;5;0;0;0;0;0;6;0;8;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
1;3;5;2;5;5;3;9;0;0;0;1;5;0;0;0;5;0;5;0;0;0;0;0;6;0;9;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
1;3;6;2;6;6;3;15;16;0;13;1;5;1;13;13;6;13;5;13;0;13;1;1;11;1;16;0;13;1;15;0;0;0;0;13;0;13;1;0;0;13;13;0;7;3;13;0;0;0;0;0;3;10;0;0;3;0;0;0;0;0;0;0;3;10;10;0;10;0;0;0
1;3;6;2;6;6;3;15;15;12;0;1;5;1;12;12;6;12;5;12;0;12;1;1;11;1;15;0;12;1;15;0;0;0;0;12;0;12;1;0;0;12;12;0;7;3;12;0;0;0;0;0;3;10;0;0;3;0;0;0;0;0;0;0;3;10;10;0;10;0;0;0
1;3;5;2;5;5;3;9;9;0;0;0;5;0;0;0;5;0;5;0;0;0;0;0;6;0;9;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
1;3;4;2;4;4;3;4;4;0;0;1;0;0;0;0;4;0;4;0;0;0;0;0;4;0;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
1;3;6;2;6;6;3;14;14;13;13;1;5;0;13;13;6;13;5;13;0;13;1;1;11;1;14;0;13;1;14;0;0;0;0;13;0;13;1;0;0;13;13;0;7;3;13;0;0;0;0;0;3;10;0;0;3;0;0;0;0;0;0;0;3;10;10;0;10;0;0;0
1;3;6;2;6;6;3;14;14;12;12;1;5;1;0;12;6;12;5;12;0;12;1;1;11;1;14;0;12;1;14;0;0;0;0;12;0;12;1;0;0;12;12;0;7;3;12;0;0;0;0;0;3;10;0;0;3;0;0;0;0;0;0;0;3;10;10;0;10;0;0;0
1;3;6;2;6;6;3;15;16;12;12;1;5;1;12;0;6;12;5;12;0;12;1;1;11;1;16;0;12;1;15;0;0;0;0;12;0;12;1;0;0;12;12;0;7;3;12;0;0;0;0;0;3;10;0;0;3;0;0;0;0;0;0;0;3;10;10;0;10;0;0;0
1;3;5;2;5;5;3;5;5;0;0;1;5;0;0;0;0;0;5;0;0;0;0;0;5;0;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
1;3;6;2;6;6;3;15;15;12;12;1;5;1;12;12;6;0;5;12;0;12;1;1;11;1;15;0;12;1;15;0;0;0;0;12;0;12;1;0;0;12;12;0;7;3;12;0;0;0;0;0;3;10;0;0;3;0;0;0;0;0;0;0;3;10;10;0;10;0;0;0
1;3;4;2;4;4;3;4;4;0;0;1;4;0;0;0;4;0;0;0;0;0;0;0;4;0;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
1;3;6;2;6;6;3;12;12;12;12;1;5;1;12;12;6;12;5;0;0;12;1;1;11;1;12;0;12;1;12;0;0;0;0;12;0;12;1;0;0;12;12;0;7;3;12;0;0;0;0;0;3;10;0;0;3;0;0;0;0;0;0;0;3;10;10;0;10;0;0;0
1;3;8;2;8;8;3;12;12;12;12;1;5;1;12;12;8;12;5;12;0;12;1;1;12;3;12;3;12;2;12;1;0;0;0;12;3;12;3;2;2;12;12;0;9;3;12;0;0;0;0;2;3;12;0;0;3;0;0;0;0;0;0;0;4;12;12;1;12;0;0;0
1;3;6;2;6;6;3;14;14;12;12;1;5;1;12;12;6;12;5;12;0;0;1;1;11;1;14;0;12;1;14;0;0;0;0;12;0;12;1;0;0;12;12;0;7;3;12;0;0;0;0;0;3;10;0;0;3;0;0;0;0;0;0;0;3;10;10;0;10;0;0;0
1;3;6;2;6;6;3;15;15;14;14;1;5;1;14;14;6;14;5;14;0;14;0;1;11;1;15;0;14;1;15;0;0;0;0;14;0;14;1;0;0;14;14;0;7;3;14;0;0;0;0;0;3;10;0;0;3;0;0;0;0;0;0;0;3;10;10;0;10;0;0;0
1;3;7;2;7;7;3;9;9;0;0;1;5;0;0;0;6;0;5;0;0;0;0;0;8;1;9;0;0;1;9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
1;3;5;2;5;5;3;6;6;0;0;1;5;0;0;0;5;0;5;0;0;0;0;0;0;0;6;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
1;3;9;2;9;9;3;13;13;0;0;1;5;0;0;0;8;0;5;0;0;0;0;1;10;0;13;0;0;2;11;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
1;3;5;2;5;5;3;8;8;0;0;1;5;0;0;0;5;0;5;0;0;0;0;0;6;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
1;3;8;2;8;8;3;15;15;12;12;1;5;1;12;12;8;12;5;12;2;12;1;1;15;3;15;0;12;2;15;1;0;0;0;12;3;12;3;2;2;12;12;0;9;3;12;0;0;0;0;2;3;12;0;0;3;0;0;0;0;0;0;0;4;12;12;1;12;0;0;0
1;3;6;2;6;6;3;15;20;16;16;1;5;1;16;16;6;16;5;16;0;16;1;1;11;1;18;0;0;1;15;0;0;0;0;16;0;16;1;0;0;16;16;0;7;3;16;0;0;0;0;0;3;10;0;0;3;0;0;0;0;0;0;0;3;10;10;0;10;0;0;0
1;3;8;2;8;8;3;11;11;0;0;1;5;0;0;0;8;0;5;0;0;0;0;1;9;2;11;0;0;0;11;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
1;3;5;2;5;5;3;7;7;0;0;1;5;0;0;0;5;0;5;0;0;0;0;0;6;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
