0;6;6;6;6;6;6;6;6;6;6
6;0;10;9;9;10;10;10;6;7;6
6;10;0;9;9;10;10;11;6;7;6
6;9;9;0;9;9;9;9;6;7;6
6;9;9;9;0;9;9;9;6;7;6
6;10;10;9;9;0;10;10;6;7;6
6;10;10;9;9;10;0;10;6;7;6
6;10;11;9;9;10;10;0;6;7;6
6;6;6;6;6;6;6;6;0;6;6
6;7;7;7;7;7;7;7;6;0;6
6;6;6;6;6;6;6;6;6;6;0
