0,4,4,4,3,4,3,4,3,4,4
4,0,7,4,3,5,3,6,3,4,4
4,7,0,4,3,5,3,6,3,4,4
4,4,4,0,3,4,3,4,3,4,4
3,3,3,3,0,3,3,3,3,3,3
4,5,5,4,3,0,3,5,3,4,4
3,3,3,3,3,3,0,3,3,3,3
4,6,6,4,3,5,3,0,3,4,4
3,3,3,3,3,3,3,3,0,3,3
4,4,4,4,3,4,3,4,3,0,4
4,4,4,4,3,4,3,4,3,4,0
